,PO_Number,PO_Line_Number,Supplier,Vendor_number,Material,Material_Group,PO_Document_Date,Scheduled_relevant_delivery_date,Posting_Date,days_late,expected_lead_time,error_code,material_order_history,avg_material_late,supplier_material_order_history,avg_supplier_material_late,supplier_total_order_history,avg_supplier_general_late,number_line_items,avg_MOQ,avg_unit_price,avg_min_price,delivery_month,dayofweek,time,delivery_season,Material Description,Material Group Description,Invoice ($),Invoice Qty,Purchase Order $,Purchase Order Qty
1124,4508917131,1,SAMHONGSA CO LTD,557704,1036670001,030,2019-03-13,2019-03-21 00:00:00,2019-03-21 00:00:00,0.0,8.0,,861.0,0.7333333333333333,861.0,0.7333333333333333,861.0,0.7333333333333333,1,81.32558139534883,11.556511627906977,587.584418604651,Mar,Thursday,,Spring,"CYLINDER - PNEU, STD",Gas/Hydr'c Clndr's,1835.4,380.0,1835.4,380.0
1125,4508919742,11,ROYAL TECHNOLOGIES CORPORATION,556264,1025205001,073,2019-03-14,2019-03-21 00:00:00,2019-03-20 00:00:00,-1.0,7.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,40,868.6581196581196,3.905899031339037,966.555354700855,Mar,Thursday,,Spring,"BLOCK - ARM, ACTIVATION",Inj.Molded Plastics,160.0,2000.0,160.0,2000.0
1126,4508905681,1,WEST MICHIGAN COATING LLC,558725,1025346001-9160,012,2019-03-07,2019-03-21 00:00:00,2019-03-11 00:00:00,-10.0,14.0,,1595.0,-0.1743357096565133,531.0,0.5038461538461538,531.0,0.5038461538461538,1,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Thursday,,Spring,ARM - PLATE,Plating/Sub Finisher,100.0,1000.0,100.0,1000.0
1127,4508919742,15,ROYAL TECHNOLOGIES CORPORATION,556264,1025207001-6205,073,2019-03-14,2019-03-21 00:00:00,2019-03-20 00:00:00,-1.0,7.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,40,868.6581196581196,3.905899031339037,966.555354700855,Mar,Thursday,,Spring,BUSHING - ARM BLACK,Inj.Molded Plastics,122.4,360.0,122.4,360.0
1128,4508927949,5,MANSCO A DIVISION OF FASTENAL,529485,1102888001,018,2019-03-19,2019-03-21 00:00:00,2019-03-20 00:00:00,-1.0,2.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Thursday,,Spring,"SCREW - TAPTITE 2, SOCH, M5 X 14",Fasteners,484.4,4000.0,484.4,4000.0
1129,4508927949,9,MANSCO A DIVISION OF FASTENAL,529485,21461002,018,2019-03-19,2019-03-21 00:00:00,2019-03-20 00:00:00,-1.0,2.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Thursday,,Spring,"SCREW - TPG,BTNHD,THREAD FORMING,M6X12",Fasteners,76.0,2000.0,76.0,2000.0
1130,4508919742,3,ROYAL TECHNOLOGIES CORPORATION,556264,1024380001-6059,073,2019-03-14,2019-03-21 00:00:00,2019-03-20 00:00:00,-1.0,7.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,40,868.6581196581196,3.905899031339037,966.555354700855,Mar,Thursday,,Spring,"ARM - CAP, LOWER, LH",Inj.Molded Plastics,530.64,792.0,530.64,792.0
1131,4508919742,40,ROYAL TECHNOLOGIES CORPORATION,556264,1109407001,073,2019-03-14,2019-03-21 00:00:00,2019-03-20 00:00:00,-1.0,7.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,40,868.6581196581196,3.905899031339037,966.555354700855,Mar,Thursday,,Spring,Lumbar Plug,Inj.Molded Plastics,140.0,1000.0,140.0,1000.0
1132,4508927949,1,MANSCO A DIVISION OF FASTENAL,529485,1025347001,018,2019-03-19,2019-03-21 00:00:00,2019-03-20 00:00:00,-1.0,2.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Thursday,,Spring,"RIVET - ARM, SHLDR, SPECIAL",Fasteners,215.04,3200.0,215.04,3200.0
1133,4508917039,2,SPECTRUM INDUSTRIES INC,521999,1025287002-9180,012,2019-03-13,2019-03-22 00:00:00,2019-03-28 00:00:00,6.0,9.0,D,1595.0,-0.1743357096565133,791.0,-1.187910643889619,791.0,-1.187910643889619,2,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Friday,,Spring,"BRACKET - SEAT, RH",Plating/Sub Finisher,182.0,1000.0,182.0,1000.0
1134,4508917956,1,R S HUGHES CO INC,554748,,,2019-03-13,2019-03-22 00:00:00,2019-03-19 00:00:00,-3.0,9.0,,,,,,,,1,,,,Mar,Friday,,Spring,,,,,,
1135,4508911232,1,ELMO SWEDEN AB,503894,906600050-L112,021,2019-03-11,2019-03-22 00:00:00,2019-03-20 00:00:00,-2.0,11.0,,362.0,-1.777456647398844,341.0,-2.1162079510703364,349.0,-2.1552238805970148,1,54.013333333333335,5.456,229.91333333333333,Mar,Friday,,Spring,ELMO SOFT - 4999 EBONY,Leather,1713.35,373.73,1402.5,330.0
1136,4508920024,1,WW GRAINGER INC,545956,,,2019-03-14,2019-03-22 00:00:00,2019-03-15 00:00:00,-7.0,8.0,,,,,,,,1,,,,Mar,Friday,,Spring,,,,,,
1137,4508922287,1,R S HUGHES CO INC,554748,MRO109785,X709,2019-03-15,2019-03-22 00:00:00,2019-03-18 00:00:00,-4.0,7.0,,214.0,-2.808411214953271,8.0,-6.75,251.0,-2.452674897119341,1,2.875,204.98749583333333,21.788999999999994,Mar,Friday,,Spring,,,,,,
1138,4508919785,2,SPECTRUM INDUSTRIES INC,521999,1025287002-9180,012,2019-03-14,2019-03-22 00:00:00,2019-04-01 00:00:00,10.0,8.0,D,1595.0,-0.1743357096565133,791.0,-1.187910643889619,791.0,-1.187910643889619,2,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Friday,,Spring,"BRACKET - SEAT, RH",Plating/Sub Finisher,0.0,0.0,364.0,2000.0
1139,4508891673,1,GREAT LAKES LABEL LLC,559749,1037811005,040,2019-02-28,2019-03-22 00:00:00,2019-03-25 00:00:00,3.0,22.0,C,375.0,1.7134986225895317,315.0,0.4019607843137255,324.0,0.3904761904761905,1,8654.815789473685,24.924484263157893,602.0218421052632,Mar,Friday,,Spring,"LABEL - TASK, CHAIR, PRODUCT ID, BLANK",Labels,140.6,1000.0,140.6,1000.0
1140,4508917135,1,SPECTRUM INDUSTRIES INC,521999,1025287001-9180,012,2019-03-13,2019-03-22 00:00:00,2019-03-28 00:00:00,6.0,9.0,D,1595.0,-0.1743357096565133,791.0,-1.187910643889619,791.0,-1.187910643889619,2,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Friday,,Spring,"BRACKET - SEAT, LH",Plating/Sub Finisher,182.0,1000.0,182.0,1000.0
1141,4508914253,1,GRAND RAPIDS FOAM TECHNOLOGIES,505439,1027352001,017,2019-03-12,2019-03-22 00:00:00,2019-03-20 00:00:00,-2.0,10.0,,2291.0,-0.3797752808988764,1411.0,-0.4829833454018827,1411.0,-0.4829833454018827,1,829.0533333333333,40.017756,1095.8025333333337,Mar,Friday,,Spring,"CUSHION - SEAT, CORE series 1",Urethane Products,1660.56,408.0,1660.56,408.0
1142,4508917135,2,SPECTRUM INDUSTRIES INC,521999,1025287002-9180,012,2019-03-13,2019-03-22 00:00:00,2019-03-28 00:00:00,6.0,9.0,D,1595.0,-0.1743357096565133,791.0,-1.187910643889619,791.0,-1.187910643889619,2,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Friday,,Spring,"BRACKET - SEAT, RH",Plating/Sub Finisher,182.0,1000.0,182.0,1000.0
1143,4508894268,1,MANSCO A DIVISION OF FASTENAL,529485,1027357001,018,2019-03-01,2019-03-22 00:00:00,2019-03-11 00:00:00,-11.0,21.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,1,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Friday,,Spring,"SPRING - SEAT, LEVER",Fasteners,57.35,500.0,57.35,500.0
1144,4508891320,1,ANCHOR WIPING CLOTH COMPANY,500288,1068328001,048,2019-02-28,2019-03-22 00:00:00,2019-03-25 00:00:00,3.0,22.0,C,1032.0,-1.496571988246817,968.0,-1.4613778705636744,968.0,-1.4613778705636744,1,7469.578947368421,0.5029384210526316,3216.478863157895,Mar,Friday,,Spring,"CAM - LOCK, BACKFRAME",Springs,685.0,1000.0,685.0,1000.0
1145,4508908209,1,ACTION INDUSTRIAL SUPPLY CO,576663,1038038001-4144,032,2019-03-08,2019-03-22 00:00:00,2019-03-25 00:00:00,3.0,14.0,D,1035.0,0.9626262626262626,433.0,0.9501246882793016,433.0,0.9501246882793016,1,10.853333333333332,52.789199999999845,303.26266666666663,Mar,Friday,,Spring,SHELL - LOWER GLOSS BLACK,Coatings,1789.7,22.0,1789.7,22.0
1146,4508917039,1,SPECTRUM INDUSTRIES INC,521999,1025287001-9180,012,2019-03-13,2019-03-22 00:00:00,2019-03-28 00:00:00,6.0,9.0,D,1595.0,-0.1743357096565133,791.0,-1.187910643889619,791.0,-1.187910643889619,2,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Friday,,Spring,"BRACKET - SEAT, LH",Plating/Sub Finisher,182.0,1000.0,182.0,1000.0
1147,4508919785,1,SPECTRUM INDUSTRIES INC,521999,1025287001-9180,012,2019-03-14,2019-03-22 00:00:00,2019-04-01 00:00:00,10.0,8.0,D,1595.0,-0.1743357096565133,791.0,-1.187910643889619,791.0,-1.187910643889619,2,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Friday,,Spring,"BRACKET - SEAT, LH",Plating/Sub Finisher,0.0,0.0,364.0,2000.0
1148,4508922560,1,SHORELINE CONTAINER LLC,522865,920107300,013,2019-03-15,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,10.0,,6109.0,0.2558522914606,5449.0,0.2723915050784857,5449.0,0.2723915050784857,1,31012.938775510203,17.964587040816326,11054.708675510205,Mar,Monday,,Spring,"CORR,SLEEVE,26X23X28.75,51BC",Packaging Materials,240.53,75.0,240.53,75.0
1149,4508922380,37,ROYAL TECHNOLOGIES CORPORATION,556264,1027952001-6059,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"COVER - BACK, FRAME, LOWER STERLING",Inj.Molded Plastics,180.18,462.0,180.18,462.0
1150,4508922380,41,ROYAL TECHNOLOGIES CORPORATION,556264,1038012001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"ARM - ACTUATOR, PNEUMATIC",Inj.Molded Plastics,240.0,750.0,240.0,750.0
1151,4508922380,45,ROYAL TECHNOLOGIES CORPORATION,556264,1064752001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,INSERT - MEMBRANE SCREW BOSS,Inj.Molded Plastics,200.0,4000.0,200.0,4000.0
1152,4508919737,1,SHORELINE CONTAINER LLC,522865,920107104,013,2019-03-14,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,11.0,,6109.0,0.2558522914606,5449.0,0.2723915050784857,5449.0,0.2723915050784857,1,31012.938775510203,17.964587040816326,11054.708675510205,Mar,Monday,,Spring,"CORR,FOL,14.75X13.75X3.5,32B,ES2HEADREST",Packaging Materials,224.4,187.0,224.4,187.0
1153,4508922380,25,ROYAL TECHNOLOGIES CORPORATION,556264,1025485001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"HANDLE - TENSION, ADJUSTMENT, KNOB",Inj.Molded Plastics,182.0,700.0,182.0,700.0
1154,4508911867,1,R S HUGHES CO INC,554748,MRO190067,X703,2019-03-11,2019-03-25 00:00:00,2019-03-14 00:00:00,-11.0,14.0,,19.0,-6.315789473684211,14.0,-7.071428571428571,251.0,-2.452674897119341,1,0.25,139.0775,3.1475,Mar,Monday,,Spring,,,,,,
1155,4508922380,29,ROYAL TECHNOLOGIES CORPORATION,556264,1027350001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"BEARING - SEAT, SLIDE, LH",Inj.Molded Plastics,474.32,616.0,474.32,616.0
1156,4508911916,1,INTEX TECHNOLOGIES LLC,566041,1072524002,017,2019-03-11,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,14.0,,2291.0,-0.3797752808988764,410.0,-0.9502487562189056,410.0,-0.9502487562189056,1,829.0533333333333,40.017756,1095.8025333333337,Mar,Monday,,Spring,"CUSHION - ARM, CAP, RH",Urethane Products,76.93,128.0,76.93,128.0
1157,4508894276,1,GREAT LAKES LABEL LLC,559749,1037811005,040,2019-03-01,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,24.0,,375.0,1.7134986225895317,315.0,0.4019607843137255,324.0,0.3904761904761905,1,8654.815789473685,24.924484263157893,602.0218421052632,Mar,Monday,,Spring,"LABEL - TASK, CHAIR, PRODUCT ID, BLANK",Labels,140.6,1000.0,140.6,1000.0
1158,4508887911,1,MAHARAM FABRIC CORPORATION,513122,V_00009197-031,057,2019-02-26,2019-03-25 00:00:00,2019-03-20 00:00:00,-5.0,27.0,,2332.0,-6.687590187590188,204.0,-5.569148936170213,204.0,-5.569148936170213,1,0.0002684083385523,52.35873691509147,0.0053317079717276,Mar,Monday,,Spring,,,,,,
1159,4508922380,33,ROYAL TECHNOLOGIES CORPORATION,556264,1027948001-6053,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,CHAIR - BACK SEAGULL,Inj.Molded Plastics,6422.4,360.0,6422.4,360.0
1160,4508922380,13,ROYAL TECHNOLOGIES CORPORATION,556264,1025204001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"ACTIVATOR - ARM, LH",Inj.Molded Plastics,230.0,1000.0,230.0,1000.0
1161,4508930349,1,MANSCO A DIVISION OF FASTENAL,529485,1025347001,018,2019-03-20,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,5.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Monday,,Spring,"RIVET - ARM, SHLDR, SPECIAL",Fasteners,215.04,3200.0,215.04,3200.0
1162,4508922380,17,ROYAL TECHNOLOGIES CORPORATION,556264,1025207001-6053,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,BUSHING - ARM SEAGULL,Inj.Molded Plastics,136.8,360.0,136.8,360.0
1163,4508930349,5,MANSCO A DIVISION OF FASTENAL,529485,191445005,041,2019-03-20,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,5.0,,481.0,-2.299163179916318,477.0,-2.5157894736842104,11866.0,-2.288487508440243,11,771.2941176470588,1.295464705882353,1391.648,Mar,Monday,,Spring,"SCREW - TPG, RDH, WSHR, M5 X 2.25 X 6.5",Hardware,65.0,1000.0,65.0,1000.0
1164,4508922380,21,ROYAL TECHNOLOGIES CORPORATION,556264,1025286001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"CAM - ADJUSTMENT, BACK",Inj.Molded Plastics,224.0,800.0,224.0,800.0
1165,4508930349,9,MANSCO A DIVISION OF FASTENAL,529485,442H4901,018,2019-03-20,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,5.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Monday,,Spring,"SCREW - METRIC, TAPPING, CSKH, M4 X 13",Fasteners,125.0,2500.0,125.0,2500.0
1166,4508903154,1,JEMNI INC,569547,MRO140916,X709,2019-03-06,2019-03-25 00:00:00,2019-03-19 00:00:00,-6.0,19.0,,214.0,-2.808411214953271,89.0,3.02247191011236,668.0,0.3740573152337858,1,2.875,204.98749583333333,21.788999999999994,Mar,Monday,,Spring,,,,,,
1167,4508922380,1,ROYAL TECHNOLOGIES CORPORATION,556264,1023930001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"CONTROL MECH - LINK, FRONT",Inj.Molded Plastics,881.28,864.0,881.28,864.0
1168,4508911905,1,GRAND RAPIDS FOAM TECHNOLOGIES,505439,1234790001,017,2019-03-11,2019-03-25 00:00:00,2019-03-26 00:00:00,1.0,14.0,D,2291.0,-0.3797752808988764,1411.0,-0.4829833454018827,1411.0,-0.4829833454018827,1,829.0533333333333,40.017756,1095.8025333333337,Mar,Monday,,Spring,CUSHION - ASSY,Urethane Products,921.8,44.0,921.8,44.0
1169,4508922380,5,ROYAL TECHNOLOGIES CORPORATION,556264,1024380001-6059,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"ARM - CAP, LOWER, LH",Inj.Molded Plastics,530.64,792.0,530.64,792.0
1170,4508922380,9,ROYAL TECHNOLOGIES CORPORATION,556264,1024790001-6059,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"ARM - STALK ADJUSTABLE, LH",Inj.Molded Plastics,880.2,540.0,880.2,540.0
1171,4508922387,1,SPECTRUM INDUSTRIES INC,521999,1025287001-9180,012,2019-03-15,2019-03-25 00:00:00,2019-04-01 00:00:00,7.0,10.0,D,1595.0,-0.1743357096565133,791.0,-1.187910643889619,791.0,-1.187910643889619,2,624.7692307692307,0.5800307692307693,165.65761538461538,Mar,Monday,,Spring,"BRACKET - SEAT, LH",Plating/Sub Finisher,0.0,0.0,182.0,1000.0
1172,4508922380,42,ROYAL TECHNOLOGIES CORPORATION,556264,1038017001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"CAP - SPRING, MAIN",Inj.Molded Plastics,50.0,1000.0,50.0,1000.0
1173,4508922380,46,ROYAL TECHNOLOGIES CORPORATION,556264,1071601001-5U26,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"LUMBAR ASSEMBLY,WASABI/APPLE GREEN, 5U26",Inj.Molded Plastics,321.0,100.0,321.0,100.0
1174,4508922380,30,ROYAL TECHNOLOGIES CORPORATION,556264,1027350002,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"BEARING - SEAT, SLIDE, RH",Inj.Molded Plastics,575.96,748.0,575.96,748.0
1175,4508922380,34,ROYAL TECHNOLOGIES CORPORATION,556264,1027948001-6205,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,CHAIR - BACK BLACK,Inj.Molded Plastics,2795.4,180.0,2795.4,180.0
1176,4508922380,38,ROYAL TECHNOLOGIES CORPORATION,556264,1027952001-6205,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"COVER - BACK, FRAME, LOWER BLACK",Inj.Molded Plastics,47.74,154.0,47.74,154.0
1177,4508922380,18,ROYAL TECHNOLOGIES CORPORATION,556264,1025207001-6205,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,BUSHING - ARM BLACK,Inj.Molded Plastics,81.6,240.0,81.6,240.0
1178,4508930349,6,MANSCO A DIVISION OF FASTENAL,529485,209774019,018,2019-03-20,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,5.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Monday,,Spring,"SCREW - TPG, FL CSKH, M4 X 1.7",Fasteners,150.0,5000.0,150.0,5000.0
1179,4508916791,1,ANCHOR WIPING CLOTH COMPANY,559459,1175269001-5T20,014,2019-03-13,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,12.0,I,641.0,2.0,278.0,9.774074074074074,278.0,9.774074074074074,2,240.61702127659572,7.340744680851063,2380.567659574468,Mar,Monday,,Spring,COVER - BACK - NICKEL,Seating Uph'y Matl's,989.5,240.0,972.0,240.0
1180,4508922380,22,ROYAL TECHNOLOGIES CORPORATION,556264,1025288001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,HANDLE - PNEU,Inj.Molded Plastics,337.12,784.0,337.12,784.0
1181,4508930349,10,MANSCO A DIVISION OF FASTENAL,529485,465C4901,018,2019-03-20,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,5.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Monday,,Spring,"SCREW - TPG, M5-2.24 X 10",Fasteners,57.5,2500.0,57.5,2500.0
1182,4508922380,26,ROYAL TECHNOLOGIES CORPORATION,556264,1025486001,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"BEARING - FLANGED, 10 MM",Inj.Molded Plastics,144.0,4800.0,144.0,4800.0
1183,4508922380,6,ROYAL TECHNOLOGIES CORPORATION,556264,1024380001-6205,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"ARM - CAP, LOWER, LH",Inj.Molded Plastics,435.6,792.0,435.6,792.0
1184,4508911913,1,ROYAL TECHNOLOGIES CORPORATION,556264,10263040010001,073,2019-03-11,2019-03-25 00:00:00,2019-03-22 00:00:00,-3.0,14.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,1,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"SHELL - SEAT,2-SHOT MERLE/BLACK,SEWN",Inj.Molded Plastics,1966.4,160.0,1966.4,160.0
1185,4508911866,1,INDUSTRIAL CONTROL,507693,MRO195846,X709,2019-03-11,2019-03-25 00:00:00,2019-03-12 00:00:00,-13.0,14.0,,214.0,-2.808411214953271,12.0,-8.416666666666666,47.0,-12.659574468085106,1,2.875,204.98749583333333,21.788999999999994,Mar,Monday,,Spring,,,,,,
1186,4508922380,10,ROYAL TECHNOLOGIES CORPORATION,556264,1024790001-6205,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"ARM - STALK ADJUSTABLE, LH",Inj.Molded Plastics,793.8,540.0,793.8,540.0
1187,4508922380,14,ROYAL TECHNOLOGIES CORPORATION,556264,1025204002,073,2019-03-15,2019-03-25 00:00:00,2019-03-21 00:00:00,-4.0,10.0,,31199.0,-0.5016059436135354,30055.0,-0.3957433992571027,30067.0,-0.3946743384738902,49,868.6581196581196,3.905899031339037,966.555354700855,Mar,Monday,,Spring,"ACTIVATOR - ARM, RH",Inj.Molded Plastics,230.0,1000.0,230.0,1000.0
1188,4508929194,1,WW GRAINGER INC,545956,,,2019-03-19,2019-03-25 00:00:00,2019-03-20 00:00:00,-5.0,6.0,,,,,,,,1,,,,Mar,Monday,,Spring,,,,,,
1189,4508930349,2,MANSCO A DIVISION OF FASTENAL,529485,1025348001,018,2019-03-20,2019-03-25 00:00:00,2019-03-25 00:00:00,0.0,5.0,,11390.0,-2.278994108854304,11388.0,-2.2791945128385507,11866.0,-2.288487508440243,11,2678.5197132616486,1.9884884587813616,347.43394928315416,Mar,Monday,,Spring,WASHER - ACETAL,Fasteners,22.8,2000.0,22.8,2000.0
1190,4508798851,1,MOMENTUM GROUP,516114,V_00016191-10,057,2019-01-11,2019-03-25 00:00:00,2019-03-20 00:00:00,-5.0,73.0,,2332.0,-6.687590187590188,14.0,-2.9285714285714284,153.0,-4.17687074829932,1,0.0002684083385523,52.35873691509147,0.0053317079717276,Mar,Monday,,Spring,EXPO - SPROUT,Sp'l Uph'y Matl's,37.8,1.8,37.8,1.8
